title,artist,bpm,energy,danceability,acousticness,instrumentalness,mood,vocals,instrumentation,genre
Shelter,Porter Robinson;Madeon,200,0.796,0.276,0.00293,0.0,intense,pop vocals,guitar,dub
Heart Of Glass - Special Mix,Blondie,114,0.577,0.694,0.015,0.00836,bright,pop vocals,bass,power-pop
Far Away,Nickelback,133,0.797,0.518,0.000681,0.0,intense,pop vocals,guitar,grunge
Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,120,0.315,0.596,0.961,0.0,calm,soft vocals,acoustic,blues
Desencuentro,Almafuerte,145,0.86,0.388,8.61e-05,0.0,balanced,pop vocals,guitar,heavy-metal
Milonga Sentimental,Carlos Gardel,94,0.175,0.674,0.99,0.00354,bright,soft vocals,acoustic,tango
Embody Me,Novo Amor,121,0.263,0.476,0.935,0.00179,dark,soft vocals,acoustic,ambient
Crank,James Hype,126,0.906,0.846,0.0227,0.883,intense,instrumental,electronic,deep-house
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,190,0.606,0.262,0.247,0.0,dark,pop vocals,bass,indie
Der kleine Zinnsoldat,Rolf Zuckowski,95,0.475,0.761,0.297,0.000256,bright,pop vocals,bass,children
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,123,0.713,0.601,0.0282,0.0,balanced,pop vocals,bass,dance
Stand by Me (Rerecorded),Ben E. King,116,0.399,0.633,0.617,0.0,balanced,soft vocals,acoustic,rock-n-roll
Qué Más Pues?,J Balvin;Maria Becerra,102,0.817,0.904,0.0254,0.000141,energetic,pop vocals,electronic,latino
Rudolph The Red-Nosed Reindeer,Kim Walker-Smith,120,0.436,0.581,0.232,0.0,balanced,pop vocals,bass,world-music
Temperature,Sean Paul,125,0.6,0.951,0.106,0.0,bright,pop vocals,electronic,dancehall
Run Rudolph Run,Chuck Berry,152,0.876,0.647,0.881,3.59e-05,energetic,pop vocals,acoustic,rockabilly
Banderitas y Globos,Sumo,183,0.908,0.439,0.0501,0.631,balanced,pop vocals,guitar,ska
Ahora,J Balvin,88,0.784,0.81,0.0874,0.000166,energetic,pop vocals,electronic,reggaeton
"Quem Me Viu, Quem Me Vê",Edson & Hudson,112,0.768,0.547,0.366,0.0,balanced,pop vocals,guitar,pagode
The Death of Love,Cradle Of Filth,110,0.959,0.555,0.000974,0.00339,balanced,pop vocals,guitar,black-metal
Run Rudolph Run,Chuck Berry,152,0.876,0.647,0.881,3.59e-05,energetic,pop vocals,acoustic,r-n-b
Black Catcher,Vickeblanka,100,0.894,0.592,0.00358,5.32e-06,balanced,pop vocals,guitar,j-pop
The Beautiful People,Marilyn Manson,144,0.948,0.609,0.00404,0.0978,energetic,pop vocals,guitar,industrial
Calling The People,Aphrodite;A-Zone,158,0.98,0.714,0.00692,0.818,energetic,instrumental,electronic,breakbeat
Loving You,Frankie Knuckles;Director's Cut;Kenny Summit;Eric Kupper;Yasmeen,124,0.843,0.639,3.92e-05,0.0258,balanced,pop vocals,guitar,chicago-house
Battle Symphony,Linkin Park,149,0.839,0.653,0.0369,0.0,energetic,pop vocals,guitar,metal
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake;Selena Gomez;Ozuna;Cardi B,96,0.801,0.842,0.157,4.82e-06,balanced,pop vocals,electronic,edm
Hands On You,Austin George,160,0.557,0.616,0.354,1.53e-06,balanced,pop vocals,bass,sad
Lemme Freak,Lil Dicky,120,0.656,0.8,0.0143,0.0,balanced,pop vocals,electronic,comedy
Millenium,Joachim Pastor,124,0.517,0.443,0.0372,0.895,dark,instrumental,bass,techno
Ahí Estás Tú,Chambao,176,0.874,0.57,0.0782,0.0645,balanced,pop vocals,guitar,spanish
"Bilu, Bilu",Pablo,132,0.663,0.628,0.437,0.0,balanced,pop vocals,bass,forro
District Six - Live,Hugh Masekela,108,0.711,0.778,0.352,0.0473,energetic,pop vocals,electronic,afrobeat
Blinding Lights,All Time Low,171,0.886,0.449,0.00248,7.48e-05,balanced,pop vocals,guitar,punk
Stereo Hearts (feat. Adam Levine),Gym Class Heroes;Adam Levine,90,0.795,0.646,0.0319,0.0,energetic,pop vocals,guitar,pop
Tú Con Él,Frankie Ruiz,95,0.779,0.823,0.201,0.00019,energetic,pop vocals,electronic,salsa
Closer,The Chainsmokers;Halsey,95,0.524,0.748,0.414,0.0,bright,pop vocals,bass,dance
Stagnant,Timothy Infinite,166,0.476,0.754,0.883,0.819,dark,instrumental,piano,study
Is He Worthy?,Chris Tomlin,146,0.552,0.357,0.153,0.0,dark,pop vocals,bass,world-music
Popurrí Checumbias: Santoparrandero / La Pollera Colorá / El Africano / La Estera / La Puya Loca,Checo Acosta,110,0.852,0.528,0.0382,0.0,energetic,pop vocals,guitar,salsa
You Know You're Right,Nirvana,168,0.716,0.289,0.0407,0.00123,intense,pop vocals,bass,grunge
One Last Kiss,Hikaru Utada,112,0.54,0.592,0.692,0.00187,balanced,pop vocals,acoustic,j-pop
Love Is Blindness,Jack White,49,0.74,0.266,0.0513,0.00426,balanced,pop vocals,bass,garage
Volte Amor,Tayrone Cigano,135,0.788,0.725,0.576,0.0,energetic,pop vocals,acoustic,forro
X ÚLTIMA VEZ,Daddy Yankee;Bad Bunny,90,0.855,0.812,0.0789,0.000167,balanced,pop vocals,electronic,latino
Sweet Dreams,Trinix;Holly Henry,121,0.656,0.72,0.17,0.00295,balanced,pop vocals,electronic,french
Radioactive,Imagine Dragons,136,0.784,0.448,0.106,0.000108,intense,pop vocals,guitar,rock
Lunes Por La Madrugada,Los Abuelos De La Nada,139,0.655,0.613,0.0206,1.16e-06,balanced,pop vocals,bass,punk-rock
Christmas Time,Bryan Adams,77,0.582,0.503,0.472,0.0,dark,pop vocals,bass,songwriter
Eu Não Sou Mais Órfão - Acústico,Gabriel Brito,142,0.266,0.535,0.768,0.0,dark,soft vocals,acoustic,brazil
Party of One,Brandi Carlile;Sam Smith,165,0.206,0.296,0.782,0.000225,dark,soft vocals,acoustic,acoustic
LA CANCIÓN,J Balvin;Bad Bunny,176,0.646,0.756,0.152,1.81e-05,balanced,pop vocals,electronic,reggaeton
"Bandeya (feat. Arijit Singh) - From ""Dil Juunglee""",Shaarib Toshi;Arijit Singh,89,0.551,0.465,0.619,6.03e-06,balanced,pop vocals,acoustic,pop
Dramaturgy,Eve,149,0.9,0.592,0.0192,0.0,energetic,pop vocals,guitar,anime
Sentencing,Enemy Soil,120,0.983,0.241,7.03e-06,0.000767,intense,pop vocals,guitar,grindcore
Vær Beredt,Even Stormoen,122,0.72,0.688,0.193,0.0,balanced,pop vocals,bass,disney
Another Life,Motionless In White,162,0.939,0.39,5.08e-05,0.0,balanced,pop vocals,guitar,metalcore
"Oh, Pretty Woman",Roy Orbison,127,0.584,0.609,0.725,0.0,bright,pop vocals,acoustic,rock-n-roll
Can't Take My Eyes Off You,DJ Ötzi,128,0.968,0.653,0.00598,0.0,intense,pop vocals,guitar,party
Hello,Lionel Richie,62,0.222,0.424,0.646,0.0,dark,soft vocals,acoustic,disco
Charlotte,Jonas Lundqvist,172,0.697,0.333,0.496,1.82e-06,balanced,pop vocals,bass,goth
La Belle de Jour,Alceu Valença,101,0.308,0.551,0.922,0.000211,calm,soft vocals,acoustic,mpb
Hold Ya Head,The Notorious B.I.G.,80,0.564,0.695,0.0998,3.28e-05,dark,pop vocals,bass,hardcore
Te Busquei nas Avenidas,Fernando & Sorocaba,146,0.761,0.586,0.488,0.0,balanced,pop vocals,guitar,sertanejo
Miss You,SLANDER;Ganja White Night,74,0.472,0.392,0.0883,1.42e-06,dark,pop vocals,bass,dubstep
BxMxC,BABYMETAL,113,0.921,0.397,0.000241,0.00167,intense,pop vocals,guitar,j-idol
Et Helt Nyt Liv,Søren Launbjerg;Louise Norby,82,0.25,0.297,0.652,0.0,dark,soft vocals,acoustic,disney
Sleigh Ride,Ella Fitzgerald,77,0.287,0.593,0.764,0.0,calm,soft vocals,acoustic,blues
Spellbound,Siouxsie and the Banshees,149,0.931,0.412,0.016,0.0,intense,pop vocals,guitar,punk-rock
First Class,Jack Harlow,107,0.563,0.905,0.0254,9.71e-06,dark,pop vocals,electronic,k-pop
Quando a Minha Vida Vai Começar? - Reprise 1,Sylvia Salustti,105,0.191,0.37,0.93,3.15e-06,dark,soft vocals,acoustic,disney
Negro,J Balvin,164,0.907,0.791,0.0132,0.211,energetic,pop vocals,electronic,reggae
Phoenix Rises,Confess,97,0.881,0.241,5.16e-05,0.535,intense,pop vocals,guitar,iranian
Black Rover,Vickeblanka,102,0.937,0.592,0.00139,1.74e-05,balanced,pop vocals,guitar,anime
Bloom,Lucas Estrada;TWOPILOTS,105,0.742,0.646,0.0224,4.99e-05,intense,pop vocals,bass,deep-house
Chekele,Ribin Richard;Archana Mohan Iyer,95,0.906,0.787,0.157,0.265,intense,pop vocals,electronic,malay
"Happy Holidays, You Bastard",blink-182,173,0.99,0.409,0.02,0.0,energetic,pop vocals,guitar,rock
Sem Abuso - Ao Vivo,Art Popular,160,0.799,0.586,0.354,0.0,energetic,pop vocals,guitar,pagode
Wired,Sonny Fodera;Ella Eyre,125,0.764,0.7,0.0247,0.0,balanced,pop vocals,electronic,groove
Shree Hanuman Chalisa,Hariharan,91,0.885,0.589,0.545,0.0,energetic,pop vocals,guitar,pop-film
Prohibidox,Feid,180,0.801,0.647,0.0451,0.0,balanced,pop vocals,guitar,reggae
This Track Is Not Called Quiet on Tha Set,Kyle Kinane,88,0.626,0.621,0.67,0.0,balanced,rap vocals,acoustic,comedy
One Little Christmas Tree,Stevie Wonder,92,0.377,0.406,0.764,0.0,bright,soft vocals,acoustic,funk
Satisfya,Imran Khan,164,0.652,0.726,0.00451,3.32e-05,energetic,pop vocals,electronic,hip-hop
Tere Liye,Madan Mohan;Lata Mangeshkar;Roop Kumar Rathod;Javed Akhtar,98,0.46,0.525,0.826,0.00202,dark,pop vocals,acoustic,indian
Self Control,Laura Branigan,107,0.686,0.814,0.219,0.00382,energetic,pop vocals,electronic,synth-pop
X Gon' Give It To Ya - Int'l Bonus track,DMX,95,0.825,0.754,0.039,0.0,balanced,pop vocals,electronic,hardcore
Saiyyan,Kailash Kher;Paresh Kamath;Naresh Kamath,75,0.562,0.473,0.65,0.000117,dark,pop vocals,acoustic,folk
Lagda Na,Zaeden;Stunnah Beatz,168,0.587,0.67,0.43,0.0,bright,pop vocals,bass,indie-pop
Ophelia,The Lumineers,76,0.573,0.664,0.613,0.000363,balanced,pop vocals,acoustic,folk
"Young, Wild & Free",Snoop Dogg;Wiz Khalifa;Bruno Mars,95,0.655,0.722,0.0525,0.0,balanced,pop vocals,electronic,funk
TENGO FE,Feid,160,0.571,0.757,0.264,8.97e-06,balanced,pop vocals,electronic,reggaeton
REMEDY,Alesso,120,0.777,0.601,0.269,0.0,balanced,pop vocals,guitar,house
Little Christmas Tree,Michael Jackson,85,0.457,0.468,0.698,0.0,balanced,pop vocals,acoustic,soul
Little Saint Nick - 1991 Remix,The Beach Boys,131,0.553,0.602,0.108,0.0,bright,pop vocals,bass,psych-rock
Test Drive - From How To Train Your Dragon Music From The Motion Picture,John Powell,111,0.583,0.259,0.0249,0.978,dark,instrumental,bass,british
All Night Long - Y.V.E. 48 Remix,Nora Van Elken;Y.V.E. 48,112,0.573,0.648,0.244,0.746,dark,instrumental,bass,deep-house
Just What I Needed,The Cars,127,0.579,0.619,0.0152,6.4e-05,bright,pop vocals,bass,power-pop
Jag vill ha allting,Håkan Hellström,110,0.539,0.606,0.886,0.361,balanced,pop vocals,acoustic,goth
Да да да - Jarico Remix,Tanir;Tyomcha;Jarico,111,0.907,0.774,0.0865,0.0021,energetic,pop vocals,electronic,indie-pop
On My Own,Said The Sky;William Black;SayWeCanFly,150,0.773,0.463,0.0322,0.0,intense,pop vocals,guitar,dub
Bebesita,KAROL G,92,0.826,0.714,0.318,1.63e-05,energetic,pop vocals,electronic,reggaeton
We Contain Multitudes — piano reworks,Yiruma;Ólafur Arnalds,143,0.0287,0.417,0.994,0.889,dark,instrumental,piano,new-age
Frevo Mulher,Trio Virgulino,152,0.822,0.668,0.156,1.06e-05,energetic,pop vocals,guitar,forro
302号室,Keyakizaka46,123,0.97,0.565,0.0367,0.0,balanced,pop vocals,guitar,j-idol
Unbreakable - From Andrew Lloyd Webber’s “Cinderella”,Andrew Lloyd Webber;Carrie Hope Fletcher,72,0.06,0.374,0.944,0.0,dark,soft vocals,acoustic,show-tunes
Bam Bam - Sovryn Remix - Edit,Deekline;Ed Solo;Sovryn,176,0.863,0.71,0.000577,0.117,energetic,pop vocals,electronic,breakbeat
Mentime la Verdad,Los Caligaris,98,0.749,0.776,0.123,0.0,energetic,pop vocals,electronic,ska
Nightlight,ILLENIUM;Annika Wells,150,0.651,0.494,0.0819,0.0,intense,pop vocals,bass,dub
Christmas All Over The World,Tim McGraw,127,0.782,0.565,0.0341,0.0,energetic,pop vocals,guitar,country
Hey You,Disturbed,103,0.982,0.5,4.72e-05,4.28e-05,balanced,pop vocals,guitar,alternative
Simply Irresistible,Robert Palmer,143,0.934,0.646,0.129,1.03e-05,energetic,pop vocals,guitar,disco
It's All in How You Look at It,Big Jay Oakerson,79,0.916,0.422,0.869,0.0,balanced,rap vocals,acoustic,comedy
Have It All,Jason Mraz,82,0.638,0.643,0.204,0.0,balanced,pop vocals,bass,acoustic
I´m Shipping Up To Boston,Children Of Bodom,99,0.973,0.334,2.48e-05,0.482,intense,pop vocals,guitar,death-metal
Behind Blue Eyes,The Who,127,0.622,0.394,0.213,4.45e-05,dark,pop vocals,bass,british
Black Hole,Betraying The Martyrs,100,0.861,0.518,0.00189,0.000539,intense,pop vocals,guitar,death-metal
Obá Iná,Metá Metá,114,0.708,0.605,0.425,0.0,energetic,pop vocals,bass,afrobeat
Daku,Chani Nattan;Inderpal Moga,98,0.558,0.847,0.325,0.0,balanced,pop vocals,electronic,hip-hop
Please Come Home For Christmas - Album Version / Addtl. Strings,B.B. King,96,0.533,0.498,0.261,0.0471,dark,pop vocals,bass,j-rock
Angels We Have Heard On High,Josh Groban;Brian McKnight;London Symphony Orchestra,110,0.281,0.456,0.914,0.000586,dark,soft vocals,acoustic,opera
Holding On (ASOT 1090) - Steve Brian Remix,Robbie Seed;Steve Brian,128,0.812,0.541,0.000445,0.0166,intense,pop vocals,guitar,trance
Double Gin,The 20 Belows,152,0.988,0.4,0.0385,0.0,energetic,pop vocals,guitar,power-pop
Afternoon at Satie's,Jesse Cook,102,0.474,0.679,0.941,0.922,balanced,instrumental,piano,guitar
Savage Love,Mini Pop Kids,113,0.598,0.742,0.326,0.0,bright,pop vocals,electronic,kids
Betty's Song,Tony O'Connor,96,0.0752,0.402,0.973,0.921,dark,instrumental,piano,new-age
forgotten technology,Samarinen,80,0.248,0.746,0.51,0.512,calm,soft vocals,bass,study
Mere Rashke Qamar,Nusrat Fateh Ali Khan;Rahat Fateh Ali Khan,105,0.83,0.718,0.404,2.5e-05,energetic,pop vocals,electronic,folk
Do the Sick,Direct Hit!,188,0.996,0.411,0.00351,0.236,energetic,pop vocals,guitar,power-pop
Si Te La Encuentras Por Ahí,Feid,172,0.569,0.736,0.144,5.27e-05,balanced,pop vocals,electronic,reggae
Sun Will Shine,Robin Schulz;Tom Walker,126,0.714,0.534,0.00633,0.0,balanced,pop vocals,bass,edm
bad guy,Billie Eilish,135,0.425,0.701,0.328,0.13,balanced,rap vocals,bass,electro
911,Feid;Nacho,103,0.857,0.798,0.0519,4.99e-05,balanced,pop vocals,electronic,latin
Life Changes,Skeng,186,0.29,0.716,0.692,0.0189,calm,soft vocals,acoustic,j-dance
No Lie,Sean Paul;Dua Lipa,102,0.883,0.742,0.0468,0.0,balanced,pop vocals,electronic,dancehall
Huzur (Reprise),Rusha & Blizza,107,0.475,0.641,0.385,0.0646,dark,pop vocals,bass,indian
Find Me,Sigma;Birdy,135,0.805,0.584,0.0649,0.0,intense,pop vocals,guitar,drum-and-bass
É o Teste,Criolo,91,0.728,0.66,0.178,0.0,balanced,rap vocals,bass,afrobeat
Hash Pipe,Weezer,126,0.882,0.578,0.000121,0.479,balanced,pop vocals,guitar,power-pop
My Favorite Things,Julie Andrews,114,0.247,0.622,0.87,0.0,calm,soft vocals,acoustic,show-tunes
Clear,Cybotron,125,0.637,0.802,0.000231,0.831,dark,instrumental,electronic,detroit-techno
COMO UN BEBÉ,J Balvin;Bad Bunny;Mr Eazi,103,0.807,0.825,0.0741,4.79e-06,energetic,pop vocals,electronic,latin
So,Christian Kuria,80,0.407,0.539,0.816,0.00291,dark,pop vocals,acoustic,chill
なんでもないや - movie ver.,Mone Kamishiraishi,83,0.161,0.357,0.971,1.4e-05,dark,soft vocals,acoustic,acoustic
Echoes,Rival Consoles,121,0.676,0.647,0.0232,0.381,intense,pop vocals,bass,idm
Brilho de Cristal - Ao Vivo,Pixote,94,0.845,0.402,0.219,7.64e-06,energetic,pop vocals,guitar,pagode
John Wick Mode,Le Castle Vania,124,0.869,0.683,0.00088,0.836,intense,instrumental,guitar,club
Bigger Boys and Stolen Sweethearts,Arctic Monkeys,132,0.587,0.494,0.00518,0.0,balanced,pop vocals,bass,garage
Qué Más Pues?,J Balvin;Maria Becerra,102,0.817,0.904,0.0254,0.000141,energetic,pop vocals,electronic,latino
Ocean Drive,Duke Dumont,115,0.776,0.67,0.00388,0.000189,balanced,pop vocals,guitar,techno
アイ・プット・ア・スペル・オン・ユー,Marilyn Manson,97,0.801,0.611,0.00119,0.513,balanced,pop vocals,guitar,industrial
Fall Again,Asher,100,0.555,0.744,0.288,0.000575,dark,pop vocals,electronic,electronic
FUNERAL GREY,Waterparks,146,0.85,0.645,0.0202,0.0,energetic,pop vocals,guitar,punk-rock
Starry Eyed,Ellie Goulding,150,0.816,0.51,0.13,8.66e-06,balanced,pop vocals,guitar,electro
Under Pressure,My Chemical Romance;The Used,125,0.897,0.529,0.0014,0.0,intense,pop vocals,guitar,punk
Three Little Birds - Ao Vivo - Chegou Quem Faltava,Charlie Brown Jr.,75,0.7,0.638,0.242,0.0,balanced,pop vocals,bass,r-n-b
Çökertme,Cem Karaca,124,0.521,0.629,0.285,0.0,balanced,pop vocals,bass,psych-rock
Dry Counties,Mountain Sprout,122,0.841,0.533,0.126,0.000212,energetic,pop vocals,guitar,bluegrass
Love We Lost (with R3HAB),Armin van Buuren;R3HAB;Simon Ward,120,0.783,0.651,0.045,0.0,intense,pop vocals,guitar,trance
Morning's Wings,Tony Anderson,77,0.487,0.159,0.0332,0.867,dark,instrumental,bass,ambient
Tudo azul,Lulu Santos,94,0.61,0.565,0.568,0.0,bright,pop vocals,acoustic,r-n-b
distance,Long Shot Party,99,0.955,0.462,0.04,0.0,balanced,pop vocals,guitar,ska
No Surprises,Radiohead,76,0.393,0.255,0.0577,0.00361,dark,soft vocals,bass,alt-rock
Desde El Fondo De Mi Corazón,Hildemaro,94,0.668,0.722,0.623,0.00025,energetic,pop vocals,acoustic,salsa
O Matuto se Apaixonou,Vitor Fernandes,156,0.823,0.718,0.353,3.8e-05,energetic,pop vocals,electronic,forro
Saturno,Pablo Alborán,95,0.572,0.278,0.392,0.0,dark,pop vocals,bass,spanish
Jeda,For Revenge,140,0.73,0.411,0.0161,0.0028,intense,pop vocals,bass,hardcore
Dit Is Mijn Leven,Neophyte;Drokz,100,0.999,0.543,0.0865,0.00042,intense,pop vocals,guitar,happy
Bezubaan,Anupam Roy,156,0.56,0.403,0.354,5.71e-06,dark,pop vocals,bass,indie
Always Love,Nada Surf,127,0.759,0.325,0.00296,0.0,balanced,pop vocals,guitar,power-pop
Bad Moon Rising,Creedence Clearwater Revival,179,0.769,0.508,0.0577,6.1e-06,energetic,pop vocals,guitar,rock
Fış Fış Kayıkçı,Sertab Erener;Can Bonomo,118,0.134,0.657,0.986,0.0,dark,soft vocals,acoustic,turkish
He Was Despised and Rejected of Men (Remastered 2014),Traditional;London Philharmonic Orchestra;The London Philharmonic Chorus,67,0.0819,0.277,0.924,0.00958,dark,soft vocals,acoustic,sleep
Limbo,Daddy Yankee,125,0.878,0.805,0.0754,0.00329,energetic,pop vocals,electronic,reggaeton
Estrechez De Corazón,Los Prisioneros,130,0.742,0.66,0.00151,4.04e-06,balanced,pop vocals,bass,hardcore
It Ain't Me (with Selena Gomez),Kygo;Selena Gomez,100,0.533,0.64,0.119,0.0,balanced,pop vocals,bass,house
UN PESO,J Balvin;Bad Bunny;Marciano Cantero,79,0.675,0.627,0.125,0.0,energetic,pop vocals,bass,reggaeton
Habits (Stay High),Tove Lo,110,0.719,0.688,0.0415,5.63e-05,balanced,pop vocals,bass,synth-pop
Post Office,Kathleen Madigan,82,0.96,0.589,0.818,0.0,balanced,rap vocals,acoustic,comedy
Christmas Don't Be Late,Norah Jones,66,0.356,0.464,0.708,7.76e-05,dark,soft vocals,acoustic,jazz
Mujer con Abanico,Agustín Amigó;Nylonwings,104,0.135,0.769,0.986,0.905,calm,instrumental,piano,acoustic
The Right Time - Remaster 2005,Hoodoo Gurus,166,0.998,0.412,0.00162,0.00158,intense,pop vocals,guitar,power-pop
"不曾回來過 - 電視劇""通靈少女""插曲",李千那,170,0.419,0.533,0.526,1.11e-05,dark,pop vocals,bass,mandopop
Nós Somos o Veneno,Facada,127,0.94,0.207,2.62e-06,0.866,intense,instrumental,guitar,grindcore
Feliz Cumpleaños Ferxxo,Feid,95,0.573,0.865,0.0863,0.0,balanced,pop vocals,electronic,reggaeton
It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,Norah Jones,94,0.068,0.473,0.892,0.00216,dark,soft vocals,acoustic,jazz
Jesus Come For Me,The Steeldrivers,184,0.495,0.301,0.803,2.5e-05,balanced,pop vocals,acoustic,bluegrass
Destined to Fester,Autopsy,84,0.865,0.214,4e-05,0.458,intense,pop vocals,guitar,grindcore
Waving Through A Window,Ben Platt;Original Broadway Cast of Dear Evan Hansen,146,0.705,0.549,0.316,0.0,balanced,pop vocals,bass,show-tunes
We Wish You A Merry Christmas,Weezer,150,0.786,0.387,0.0195,0.0,balanced,pop vocals,guitar,alternative
Unstoppable,The Score,78,0.843,0.485,0.00129,1.01e-05,balanced,pop vocals,guitar,alternative
O Escudo + Sou Um Milagre - Ao Vivo,Lukas Agustinho,138,0.487,0.368,0.338,0.0,dark,pop vocals,bass,gospel
So Long - Christian Loeffler Remix,Joris Voorn;Kid A;Christian Löffler,117,0.465,0.496,0.0325,0.706,dark,instrumental,bass,minimal-techno
Color Bars,Porya Hatami,70,0.00871,0.2,0.996,0.901,dark,instrumental,piano,iranian
Leave Before You Love Me,Marshmello;Jonas Brothers,120,0.744,0.724,0.00219,4.49e-06,balanced,pop vocals,electronic,progressive-house
Born To Be Wild - Single Version,Steppenwolf,146,0.81,0.468,0.00169,0.0314,balanced,pop vocals,guitar,hard-rock
Devils,Fedde Le Grand;Vince Freeman,122,0.813,0.694,0.0718,0.00147,intense,pop vocals,guitar,disco
Soita Hiljaa Kitaraani,Jaska Mäkynen,178,0.659,0.467,0.204,0.0,energetic,pop vocals,bass,tango
Not Alone (Weaver & Steve Hill Mix),Hardcore Masif;Weaver;Steve Hill,169,0.973,0.416,0.00882,0.531,intense,pop vocals,guitar,happy
Christmas Oratorio BWV 248: Shepherd's Music,Johann Sebastian Bach;Boston Pops Orchestra;Arthur Fiedler,52,0.169,0.129,0.916,0.942,dark,instrumental,piano,german
Duppy Destroyers (Sound Boy Killer) - VIP Dub Mix,Deekline;Trigga;David Boomah;Specimen A;Navigator,174,0.921,0.552,0.00897,0.0457,energetic,pop vocals,guitar,breakbeat
Take on Me,a-ha,84,0.902,0.573,0.018,0.00125,energetic,pop vocals,guitar,synth-pop
Ae Dil Hai Mushkil Title Track,Pritam;Arijit Singh,124,0.654,0.495,0.713,0.0,intense,pop vocals,acoustic,indian
Little Saint Nick - 1991 Remix,The Beach Boys,131,0.553,0.602,0.108,0.0,bright,pop vocals,bass,psych-rock
Need to Know,Doja Cat,130,0.609,0.664,0.304,0.0,dark,pop vocals,bass,dance
Corazón Tatú,Los Amigos Invisibles,126,0.876,0.687,0.00421,0.0328,energetic,pop vocals,guitar,afrobeat
Elastic,4to28,113,0.41,0.736,0.0361,0.854,balanced,instrumental,bass,study
Bullet in the Gun (Weaver & Steve Hill Mix),Hardcore Masif;Weaver;Steve Hill,169,0.994,0.181,0.0015,0.872,intense,instrumental,guitar,happy
Christmas Without You,OneRepublic,207,0.677,0.262,0.447,0.0,balanced,pop vocals,bass,rock
Lo-Fi Prism,Dazik69,90,0.167,0.846,0.826,0.782,dark,instrumental,piano,study
"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi;Jubin Nautiyal;Asees Kaur,81,0.63,0.72,0.615,0.0,balanced,pop vocals,acoustic,pop
Wedding Story,Mike Birbiglia,84,0.766,0.447,0.92,0.0,balanced,rap vocals,acoustic,comedy
